Index,Color,Talking,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
0,Yellow,False,-0.06150088,-0.08733244,0.994279,0.00634772,-0.0009307954,0.9999794,2.654861,2.654861,0.900724,0.9362246,3.462283,0.02201962
0,Yellow,False,-0.06125765,-0.08764998,0.994266,0.01126099,-0.004943851,0.9999244,2.668747,2.668747,0.9388811,0.9434167,3.484311,0.02202773
0,Yellow,False,-0.06093521,-0.08706617,0.9943371,0.01325993,0.0006256125,0.9999119,2.678864,2.678864,0.9448298,0.9465271,3.507915,0.02360392
0,Yellow,False,-0.0607387,-0.08647197,0.994401,0.01243609,0.0007171731,0.9999224,2.662369,2.662369,0.9712762,0.9733174,3.529032,0.02111769
0,Yellow,False,-0.06063128,-0.08687349,0.9943726,0.01104752,-0.001159685,0.9999383,2.659424,2.659424,0.9835609,0.9747009,3.550956,0.02192307
0,Yellow,False,-0.0604602,-0.0867172,0.9943966,0.01145949,-0.005279604,0.9999204,2.66243,2.66243,0.9767489,0.9747937,3.572922,0.02196598
0,Yellow,False,-0.06072919,-0.08800381,0.9942672,0.01188668,-0.009429998,0.9998849,2.685852,2.685852,0.9687785,0.9709856,3.59591,0.02298832
0,Yellow,False,-0.06034947,-0.08819713,0.9942732,0.0133057,-0.007812524,0.999881,2.676468,2.676468,0.9773243,0.967236,3.617783,0.02187276
0,Yellow,False,-0.05984316,-0.08791,0.9943292,0.01425181,-0.009338448,0.9998548,2.657715,2.657715,0.9795273,0.9835001,3.639995,0.02221251
0,Yellow,False,-0.05974697,-0.08655853,0.9944536,0.01434338,-0.01533521,0.9997795,2.670273,2.670273,1,1,3.661749,0.02175426
0,Yellow,False,-0.05953216,-0.08596563,0.9945179,0.01330574,-0.01441964,0.9998075,2.68074,2.68074,1,1,3.681663,0.0199132
0,Yellow,False,-0.05923307,-0.08525094,0.9945973,0.01095585,-0.01547246,0.9998203,2.671967,2.671967,1,1,3.701605,0.01994276
0,Yellow,False,-0.05926873,-0.08516347,0.9946027,0.01020816,-0.0115662,0.999881,2.680954,2.680954,1,1,3.718465,0.01686001
0,Yellow,False,-0.05925979,-0.08507682,0.9946105,0.009460486,-0.00743106,0.9999276,2.681885,2.681885,1,1,3.739465,0.02099943
0,Yellow,False,-0.05897782,-0.08535405,0.9946036,0.007125886,-0.01240545,0.9998977,2.704224,2.704224,1,1,3.76238,0.02291536
0,Yellow,False,-0.0584749,-0.08563649,0.994609,0.006195077,-0.01625063,0.9998488,2.708694,2.708694,1,1,3.785457,0.02307677
0,Yellow,False,-0.05798959,-0.08654565,0.9945587,0.004074135,-0.02198812,0.99975,2.708572,2.708572,1,1,3.806466,0.02100897
0,Yellow,False,-0.05763899,-0.08801408,0.9944502,0.00143434,-0.02229331,0.9997504,2.731827,2.731827,1,1,3.829232,0.02276659
0,Yellow,False,-0.05741363,-0.08906526,0.9943697,0.001144422,-0.02006554,0.999798,2.739502,2.739502,1,1,3.851124,0.02189183
0,Yellow,False,-0.05759744,-0.08944283,0.9943252,0.001434335,-0.01876842,0.9998229,2.730179,2.730179,1,1,3.873047,0.02192259
0,Yellow,False,-0.05798572,-0.08910845,0.9943326,0.01908904,-0.001358053,0.9998169,2.646667,2.646667,1,1,3.895037,0.02198982
0,Yellow,True,-0.05850052,-0.08871134,0.994338,0.02800008,-0.009277413,0.9995649,2.70784,2.70784,1,1,3.918097,0.02306032
0,Yellow,True,-0.05963488,-0.08917852,0.9942288,0.02600108,-0.01182561,0.9995919,2.721237,2.721237,1,1,3.939982,0.0218854
0,Yellow,True,-0.06012513,-0.08988025,0.994136,0.02842753,-0.008880741,0.9995564,2.690384,2.690384,1,1,3.96305,0.02306795
0,Yellow,True,-0.06069241,-0.0904097,0.9940536,0.02914436,-0.00781252,0.9995447,2.672943,2.672943,1,1,3.98383,0.02077985
0,Yellow,True,-0.06100639,-0.09127706,0.9939551,0.0286563,-0.00856027,0.9995527,2.672821,2.672821,1,1,4.006773,0.0229423
0,Yellow,True,-0.06085512,-0.09222297,0.9938771,0.02885439,-0.009002693,0.9995431,2.671707,2.671707,1,1,4.028755,0.02198267
0,Yellow,True,-0.06059169,-0.09314156,0.9938075,0.02940381,-0.0101624,0.999516,2.672394,2.672394,1,1,4.050683,0.02192831
0,Yellow,True,-0.06000668,-0.09394716,0.9937671,0.02957172,-0.009429992,0.9995182,2.673386,2.673386,1,1,4.073601,0.02291775
0,Yellow,True,-0.05970958,-0.09438529,0.9937435,0.02920561,-0.008560264,0.9995368,2.695389,2.695389,1,1,4.095543,0.02194166
0,Yellow,True,-0.05954043,-0.09425768,0.9937658,0.02700846,-0.009735255,0.9995878,2.625336,2.625336,1,1,4.117645,0.02210188
0,Yellow,False,-0.05982998,-0.09380215,0.9937915,0.002807641,-0.01130686,0.9999321,2.693558,2.693558,1,1,4.139323,0.02167845
0,Green,False,-0.05925177,-0.08732536,0.9944162,-0.001571672,-0.01676959,0.9998581,2.756775,2.756775,1,1,4.662988,0.5236645
